PH,Phosphorus,Potassium,Nitrogen,Temperature,Rainfall,Crop_type,Humidity,Soil_type
5.5,45.0,38.5,49.5,20.49077466588278,371.51574309208587,Soybean,79.50922533411722,brown
5.5,49.50000000000001,42.0,60.50000000000001,17.87081091682552,371.51574309208587,Cotton,80.0,brown
6.75,48.0,36.0,65.0,12.684248595459302,371.51574309208587,Sugarcane,80.0,brown
6.25,45.0,40.0,60.0,8.783979125602556,371.51574309208587,Tomato,80.0,brown
6.5,60.0,45.0,77.0,22.22460127321301,371.51574309208587,Potato,77.77539872678699,brown
6.25,55.00000000000001,44.0,60.0,23.239112062601563,371.51574309208587,Sunflower,76.76088793739844,brown
5.5,45.0,31.5,60.50000000000001,17.538159352161042,371.51574309208587,Wheat,80.0,brown
5.5,49.50000000000001,35.0,66.0,16.581402142946345,371.51574309208587,Corn,80.0,brown
6.75,48.0,33.0,65.0,25.501391576935205,371.51574309208587,Rice,74.4986084230648,brown
6.25,50.0,40.0,60.0,6.901228698004616,371.51574309208587,Barley,80.0,brown
8.0,55.0,49.50000000000001,58.5,13.173591175297116,371.51574309208587,Soybean,80.0,brown
6.25,55.00000000000001,48.0,66.0,13.174120195720182,371.51574309208587,Cotton,80.0,brown
5.5,54.0,42.0,71.5,17.631096319964723,371.51574309208587,Sugarcane,80.0,brown
6.5,54.0,50.0,70.0,16.552421897640304,371.51574309208587,Tomato,80.0,brown
8.0,55.0,40.5,71.5,16.673422215795412,371.51574309208587,Potato,80.0,brown
5.5,49.50000000000001,38.5,55.0,11.00818847273884,371.51574309208587,Sunflower,80.0,brown
8.0,55.0,40.5,71.5,18.007051973718703,371.51574309208587,Wheat,80.0,brown
8.0,60.50000000000001,45.0,78.0,22.27185076130418,371.51574309208587,Corn,77.72814923869582,brown
5.5,54.0,38.5,71.5,11.008898974487895,371.51574309208587,Rice,80.0,brown
6.25,50.0,40.0,60.0,7.65806588143488,371.51574309208587,Barley,80.0,brown
6.75,40.0,33.0,45.0,19.984872100457483,371.51574309208587,Soybean,80.0,brown
8.0,60.50000000000001,54.0,71.5,15.19061291987374,371.51574309208587,Cotton,80.0,brown
8.0,66.0,54.0,84.5,11.64061386860734,371.51574309208587,Sugarcane,80.0,brown
6.25,45.0,40.0,60.0,18.391640382848305,371.51574309208587,Tomato,80.0,brown
8.0,55.0,40.5,71.5,24.237851218108304,371.51574309208587,Potato,75.7621487818917,brown
6.5,66.0,55.00000000000001,70.0,19.277721462076524,371.51574309208587,Sunflower,80.0,brown
6.75,40.0,27.0,55.00000000000001,19.32649158672291,371.51574309208587,Wheat,80.0,brown
6.25,55.00000000000001,40.0,72.0,25.046932333067563,371.51574309208587,Corn,74.95306766693244,brown
5.5,54.0,38.5,71.5,14.031369937951109,371.51574309208587,Rice,80.0,brown
6.5,60.0,50.0,70.0,14.268801575855552,371.51574309208587,Barley,80.0,brown
6.5,60.0,55.00000000000001,63.0,16.586279028382798,371.51574309208587,Soybean,80.0,brown
6.75,44.0,36.0,55.00000000000001,13.485960501407927,371.51574309208587,Cotton,80.0,brown
5.5,54.0,42.0,71.5,17.02838375934809,371.51574309208587,Sugarcane,80.0,brown
6.5,54.0,50.0,70.0,18.10717395660872,371.51574309208587,Tomato,80.0,brown
6.25,50.0,36.0,66.0,19.32895392687756,371.51574309208587,Potato,80.0,brown
5.5,49.50000000000001,38.5,55.0,20.812669512248394,371.51574309208587,Sunflower,79.18733048775161,brown
6.75,40.0,27.0,55.00000000000001,14.699070740620376,371.51574309208587,Wheat,80.0,brown
8.0,60.50000000000001,45.0,78.0,21.12393242020516,371.51574309208587,Corn,78.87606757979484,brown
6.5,72.0,55.00000000000001,91.0,13.30461987701797,371.51574309208587,Rice,80.0,brown
6.5,60.0,50.0,70.0,8.89371943458724,371.51574309208587,Barley,80.0,brown
8.0,55.0,49.50000000000001,58.5,5.564505195618141,371.51574309208587,Soybean,80.0,brown
8.0,60.50000000000001,54.0,71.5,18.53774052674733,371.51574309208587,Cotton,80.0,brown
8.0,66.0,54.0,84.5,6.249790151823442,371.51574309208587,Sugarcane,80.0,brown
6.25,45.0,40.0,60.0,21.682449949171914,371.51574309208587,Tomato,78.31755005082809,brown
8.0,55.0,40.5,71.5,24.7386660859402,371.51574309208587,Potato,75.2613339140598,brown
5.5,49.50000000000001,38.5,55.0,3.310486398666153,371.51574309208587,Sunflower,80.0,brown
6.5,60.0,45.0,77.0,15.126990460448974,371.51574309208587,Wheat,80.0,brown
6.5,66.0,50.0,84.0,12.75612814323348,371.51574309208587,Corn,80.0,brown
6.5,72.0,55.00000000000001,91.0,17.13151981830376,371.51574309208587,Rice,80.0,brown
5.5,45.0,35.0,55.0,19.025127833722173,371.51574309208587,Barley,80.0,brown
5.5,45.0,38.5,49.5,18.45104287177809,371.51574309208587,Soybean,80.0,brown
6.25,55.00000000000001,48.0,66.0,12.70578846826296,371.51574309208587,Cotton,80.0,brown
6.75,48.0,36.0,65.0,0.9938083718148594,371.51574309208587,Sugarcane,80.0,brown
8.0,49.5,45.0,65.0,17.47930437380092,371.51574309208587,Tomato,80.0,brown
8.0,55.0,40.5,71.5,21.47758035380573,371.51574309208587,Potato,78.52241964619427,brown
8.0,60.50000000000001,49.50000000000001,65.0,16.287802157261964,371.51574309208587,Sunflower,80.0,brown
6.5,60.0,45.0,77.0,16.897766691315343,371.51574309208587,Wheat,80.0,brown
6.25,55.00000000000001,40.0,72.0,21.70199583735873,371.51574309208587,Corn,78.29800416264126,brown
6.75,48.0,33.0,65.0,20.497010681987145,371.51574309208587,Rice,79.50298931801285,brown
5.5,45.0,35.0,55.0,20.666747493316244,371.51574309208587,Barley,79.33325250668375,brown
8.0,55.0,49.50000000000001,58.5,14.46643290013836,371.51574309208587,Soybean,80.0,brown
8.0,60.50000000000001,54.0,71.5,14.928149371345889,371.51574309208587,Cotton,80.0,brown
8.0,66.0,54.0,84.5,16.76940775622181,371.51574309208587,Sugarcane,80.0,brown
6.25,45.0,40.0,60.0,29.293251924555275,371.51574309208587,Tomato,70.70674807544472,brown
5.5,45.0,31.5,60.50000000000001,17.960346893020265,371.51574309208587,Potato,80.0,brown
6.5,66.0,55.00000000000001,70.0,18.44961616991921,371.51574309208587,Sunflower,80.0,brown
5.5,45.0,31.5,60.50000000000001,20.47799069287434,371.51574309208587,Wheat,79.52200930712566,brown
6.5,66.0,50.0,84.0,4.664850067691811,371.51574309208587,Corn,80.0,brown
6.25,60.0,44.0,78.0,25.625950655947523,371.51574309208587,Rice,74.37404934405248,brown
6.5,60.0,50.0,70.0,17.841268232766968,371.51574309208587,Barley,80.0,brown
8.0,55.0,49.50000000000001,58.5,28.19014085622168,371.51574309208587,Soybean,71.80985914377833,brown
6.25,55.00000000000001,48.0,66.0,19.56139461943682,371.51574309208587,Cotton,80.0,brown
5.5,54.0,42.0,71.5,14.325076949087007,371.51574309208587,Sugarcane,80.0,brown
6.25,45.0,40.0,60.0,16.578757863099582,371.51574309208587,Tomato,80.0,brown
6.25,50.0,36.0,66.0,20.77039785411981,371.51574309208587,Potato,79.2296021458802,brown
8.0,60.50000000000001,49.50000000000001,65.0,11.879458432607448,371.51574309208587,Sunflower,80.0,brown
5.5,45.0,31.5,60.50000000000001,16.801113696442805,371.51574309208587,Wheat,80.0,brown
6.25,55.00000000000001,40.0,72.0,22.038022828890853,371.51574309208587,Corn,77.96197717110914,brown
6.25,60.0,44.0,78.0,10.012036941016111,371.51574309208587,Rice,80.0,brown
5.5,45.0,35.0,55.0,15.564613856606464,371.51574309208587,Barley,80.0,brown
5.5,45.0,38.5,49.5,19.561967807525345,371.51574309208587,Soybean,80.0,brown
8.0,60.50000000000001,54.0,71.5,20.009800196015725,371.51574309208587,Cotton,79.99019980398427,brown
8.0,66.0,54.0,84.5,22.733783217953537,371.51574309208587,Sugarcane,77.26621678204646,brown
6.75,36.0,30.0,50.0,18.7937992928802,371.51574309208587,Tomato,80.0,brown
6.25,50.0,36.0,66.0,18.372495702639377,371.51574309208587,Potato,80.0,brown
6.5,66.0,55.00000000000001,70.0,12.809476652902084,371.51574309208587,Sunflower,80.0,brown
6.75,40.0,27.0,55.00000000000001,16.125084913855936,371.51574309208587,Wheat,80.0,brown
5.5,49.50000000000001,35.0,66.0,7.627966525554436,371.51574309208587,Corn,80.0,brown
5.5,54.0,38.5,71.5,16.859857695296338,371.51574309208587,Rice,80.0,brown
8.0,55.0,45.0,65.0,17.611155180017157,371.51574309208587,Barley,80.0,brown
6.25,50.0,44.0,54.0,15.40710163792659,371.51574309208587,Soybean,80.0,brown
6.75,44.0,36.0,55.00000000000001,17.92548446706507,371.51574309208587,Cotton,80.0,brown
6.5,72.0,60.0,91.0,16.069707975690378,371.51574309208587,Sugarcane,80.0,brown
5.5,40.5,35.0,55.0,13.014047816067508,371.51574309208587,Tomato,80.0,brown
5.5,45.0,31.5,60.50000000000001,19.437519098654228,371.51574309208587,Potato,80.0,brown
6.25,55.00000000000001,44.0,60.0,12.23113866521265,371.51574309208587,Sunflower,80.0,brown
6.25,50.0,36.0,66.0,5.598408970356417,371.51574309208587,Wheat,80.0,brown
6.75,44.0,30.0,60.0,13.132392046378774,371.51574309208587,Corn,80.0,brown
5.5,54.0,38.5,71.5,6.219493209654756,371.51574309208587,Rice,80.0,brown
6.25,50.0,40.0,60.0,7.979540158549194,371.51574309208587,Barley,80.0,brown
6.25,50.0,44.0,54.0,10.45340994247382,371.51574309208587,Soybean,80.0,brown
8.0,60.50000000000001,54.0,71.5,8.801810617617615,371.51574309208587,Cotton,80.0,brown
8.0,66.0,54.0,84.5,9.504852324889868,371.51574309208587,Sugarcane,80.0,brown
6.5,54.0,50.0,70.0,18.28754312382917,371.51574309208587,Tomato,80.0,brown
6.75,40.0,27.0,55.00000000000001,11.868464177225402,371.51574309208587,Potato,80.0,brown
6.75,44.0,33.0,50.0,14.453539915096894,371.51574309208587,Sunflower,80.0,brown
5.5,45.0,31.5,60.50000000000001,8.540599618081472,371.51574309208587,Wheat,80.0,brown
6.75,44.0,30.0,60.0,22.87585115344058,371.51574309208587,Corn,77.12414884655942,brown
6.75,48.0,33.0,65.0,14.72932311724552,371.51574309208587,Rice,80.0,brown
6.5,60.0,50.0,70.0,13.642886444035057,371.51574309208587,Barley,80.0,brown
8.0,55.0,49.50000000000001,58.5,22.60351970344697,371.51574309208587,Soybean,77.39648029655302,brown
6.75,44.0,36.0,55.00000000000001,12.475564691185264,371.51574309208587,Cotton,80.0,brown
8.0,66.0,54.0,84.5,9.997633753985529,371.51574309208587,Sugarcane,80.0,brown
6.25,45.0,40.0,60.0,19.441356058475165,371.51574309208587,Tomato,80.0,brown
8.0,55.0,40.5,71.5,24.11278016435668,371.51574309208587,Potato,75.88721983564332,brown
6.75,44.0,33.0,50.0,21.308968326571705,371.51574309208587,Sunflower,78.6910316734283,brown
8.0,55.0,40.5,71.5,22.51448211627117,371.51574309208587,Wheat,77.48551788372882,brown
8.0,60.50000000000001,45.0,78.0,14.05391888082852,371.51574309208587,Corn,80.0,brown
8.0,66.0,49.50000000000001,84.5,22.56018570766077,371.51574309208587,Rice,77.43981429233922,brown
6.25,50.0,40.0,60.0,7.198719352456012,371.51574309208587,Barley,80.0,brown
6.5,60.0,55.00000000000001,63.0,14.759816115077593,371.51574309208587,Soybean,80.0,brown
5.5,49.50000000000001,42.0,60.50000000000001,23.714518618585068,371.51574309208587,Cotton,76.28548138141494,brown
5.5,54.0,42.0,71.5,14.691600769659262,371.51574309208587,Sugarcane,80.0,brown
6.5,54.0,50.0,70.0,13.910211519395537,371.51574309208587,Tomato,80.0,brown
6.5,60.0,45.0,77.0,14.14231483615218,371.51574309208587,Potato,80.0,brown
5.5,49.50000000000001,38.5,55.0,23.491083505581155,371.51574309208587,Sunflower,76.50891649441884,brown
6.5,60.0,45.0,77.0,15.75634699729044,371.51574309208587,Wheat,80.0,brown
6.25,55.00000000000001,40.0,72.0,6.809561151615089,371.51574309208587,Corn,80.0,brown
5.5,54.0,38.5,71.5,12.598098106927496,371.51574309208587,Rice,80.0,brown
5.5,45.0,35.0,55.0,18.39742266996664,371.51574309208587,Barley,80.0,brown
5.5,45.0,38.5,49.5,15.393831693940918,371.51574309208587,Soybean,80.0,brown
5.5,49.50000000000001,42.0,60.50000000000001,14.62575458405613,371.51574309208587,Cotton,80.0,brown
6.25,60.0,48.0,78.0,24.87578294489758,371.51574309208587,Sugarcane,75.12421705510242,brown
5.5,40.5,35.0,55.0,13.209086974809615,371.51574309208587,Tomato,80.0,brown
8.0,55.0,40.5,71.5,15.664522131086573,371.51574309208587,Potato,80.0,brown
6.25,55.00000000000001,44.0,60.0,22.187048557643298,371.51574309208587,Sunflower,77.8129514423567,brown
6.25,50.0,36.0,66.0,8.106185237628978,371.51574309208587,Wheat,80.0,brown
6.75,44.0,30.0,60.0,7.134260002054154,371.51574309208587,Corn,80.0,brown
8.0,66.0,49.50000000000001,84.5,28.47671842850021,371.51574309208587,Rice,71.5232815714998,brown
6.75,40.0,30.0,50.0,5.671356583575557,371.51574309208587,Barley,80.0,brown
6.5,60.0,55.00000000000001,63.0,17.8622690523527,371.51574309208587,Soybean,80.0,brown
8.0,60.50000000000001,54.0,71.5,16.345455816346536,371.51574309208587,Cotton,80.0,brown
8.0,66.0,54.0,84.5,19.43115802038596,371.51574309208587,Sugarcane,80.0,brown
6.75,36.0,30.0,50.0,19.629646070357147,371.51574309208587,Tomato,80.0,brown
6.75,40.0,27.0,55.00000000000001,9.498103582858525,371.51574309208587,Potato,80.0,brown
6.5,66.0,55.00000000000001,70.0,12.621464691339677,371.51574309208587,Sunflower,80.0,brown
6.75,40.0,27.0,55.00000000000001,8.974186484794778,371.51574309208587,Wheat,80.0,brown
5.5,49.50000000000001,35.0,66.0,20.45434694737167,371.51574309208587,Corn,79.54565305262832,brown
6.5,72.0,55.00000000000001,91.0,14.116745551429604,371.51574309208587,Rice,80.0,brown
6.5,60.0,50.0,70.0,17.990777144290306,371.51574309208587,Barley,80.0,brown
6.5,60.0,55.00000000000001,63.0,16.29594271398639,371.51574309208587,Soybean,80.0,brown
6.75,44.0,36.0,55.00000000000001,13.658516342371607,371.51574309208587,Cotton,80.0,brown
6.5,72.0,60.0,91.0,12.691084875162996,371.51574309208587,Sugarcane,80.0,brown
6.75,36.0,30.0,50.0,11.487526378931284,371.51574309208587,Tomato,80.0,brown
8.0,55.0,40.5,71.5,10.911569603442857,371.51574309208587,Potato,80.0,brown
6.75,44.0,33.0,50.0,10.476903748000204,371.51574309208587,Sunflower,80.0,brown
6.5,60.0,45.0,77.0,18.49122147182771,371.51574309208587,Wheat,80.0,brown
6.25,55.00000000000001,40.0,72.0,23.43926892715541,371.51574309208587,Corn,76.56073107284459,brown
6.75,48.0,33.0,65.0,20.05958721378109,371.51574309208587,Rice,79.94041278621891,brown
5.5,45.0,35.0,55.0,16.003489178724855,371.51574309208587,Barley,80.0,brown
6.75,40.0,33.0,45.0,16.521004927757375,371.51574309208587,Soybean,80.0,brown
6.75,44.0,36.0,55.00000000000001,8.721107825791089,371.51574309208587,Cotton,80.0,brown
6.75,48.0,36.0,65.0,11.401127178405345,371.51574309208587,Sugarcane,80.0,brown
6.5,54.0,50.0,70.0,21.48259566935924,371.51574309208587,Tomato,78.51740433064076,brown
5.5,45.0,31.5,60.50000000000001,12.865706592104509,371.51574309208587,Potato,80.0,brown
6.25,55.00000000000001,44.0,60.0,17.90359462983157,371.51574309208587,Sunflower,80.0,brown
5.5,45.0,31.5,60.50000000000001,8.682755299214634,371.51574309208587,Wheat,80.0,brown
5.5,49.50000000000001,35.0,66.0,10.46591193799263,371.51574309208587,Corn,80.0,brown
8.0,66.0,49.50000000000001,84.5,17.797180038391367,371.51574309208587,Rice,80.0,brown
5.5,45.0,35.0,55.0,21.86850295268609,371.51574309208587,Barley,78.13149704731391,brown
8.0,55.0,49.50000000000001,58.5,12.573321373322852,371.51574309208587,Soybean,80.0,brown
6.5,66.0,60.0,77.0,15.14103211870076,371.51574309208587,Cotton,80.0,brown
6.75,48.0,36.0,65.0,10.88892425319968,371.51574309208587,Sugarcane,80.0,brown
8.0,49.5,45.0,65.0,21.963543760413764,371.51574309208587,Tomato,78.03645623958624,brown
6.75,40.0,27.0,55.00000000000001,22.669399806129853,371.51574309208587,Potato,77.33060019387014,brown
5.5,49.50000000000001,38.5,55.0,10.2668662372153,371.51574309208587,Sunflower,80.0,brown
5.5,45.0,31.5,60.50000000000001,24.887794857847013,371.51574309208587,Wheat,75.11220514215299,brown
8.0,60.50000000000001,45.0,78.0,8.224290085993818,371.51574309208587,Corn,80.0,brown
6.25,60.0,44.0,78.0,9.392392250253309,371.51574309208587,Rice,80.0,brown
6.75,40.0,30.0,50.0,23.99840136421461,371.51574309208587,Barley,76.00159863578538,brown
6.75,40.0,33.0,45.0,16.474498162332207,371.51574309208587,Soybean,80.0,brown
6.75,44.0,36.0,55.00000000000001,9.176794178965292,371.51574309208587,Cotton,80.0,brown
6.25,60.0,48.0,78.0,12.626262123607429,371.51574309208587,Sugarcane,80.0,brown
6.75,36.0,30.0,50.0,31.9859031974103,371.51574309208587,Tomato,68.0140968025897,brown
6.75,40.0,27.0,55.00000000000001,17.274740978771874,371.51574309208587,Potato,80.0,brown
6.75,44.0,33.0,50.0,9.030787617093551,371.51574309208587,Sunflower,80.0,brown
6.25,50.0,36.0,66.0,3.6042324147714737,371.51574309208587,Wheat,80.0,brown
6.75,44.0,30.0,60.0,21.251516479579124,371.51574309208587,Corn,78.74848352042088,brown
6.5,72.0,55.00000000000001,91.0,10.999692994356437,371.51574309208587,Rice,80.0,brown
5.5,45.0,35.0,55.0,21.312491771289736,371.51574309208587,Barley,78.68750822871027,brown
5.5,45.0,38.5,49.5,16.157228225314256,371.51574309208587,Soybean,80.0,brown
5.5,49.50000000000001,42.0,60.50000000000001,15.091894562432794,371.51574309208587,Cotton,80.0,brown
6.5,72.0,60.0,91.0,12.431868923182744,371.51574309208587,Sugarcane,80.0,brown
6.25,45.0,40.0,60.0,13.682842544700598,371.51574309208587,Tomato,80.0,brown
8.0,55.0,40.5,71.5,13.867835114931186,371.51574309208587,Potato,80.0,brown
6.75,44.0,33.0,50.0,16.57597792377601,371.51574309208587,Sunflower,80.0,brown
6.25,50.0,36.0,66.0,12.895770351365847,371.51574309208587,Wheat,80.0,brown
6.5,66.0,50.0,84.0,9.7523599525968,371.51574309208587,Corn,80.0,brown
6.25,60.0,44.0,78.0,16.57957737586635,371.51574309208587,Rice,80.0,brown
6.5,60.0,50.0,70.0,20.76900559031961,371.51574309208587,Barley,79.23099440968039,brown
5.5,45.0,38.5,49.5,6.8773777583000335,371.51574309208587,Soybean,80.0,brown
6.75,44.0,36.0,55.00000000000001,0.8826761530982665,371.51574309208587,Cotton,80.0,brown
5.5,54.0,42.0,71.5,16.395044435802323,371.51574309208587,Sugarcane,80.0,brown
5.5,40.5,35.0,55.0,10.308158745293753,371.51574309208587,Tomato,80.0,brown
8.0,55.0,40.5,71.5,11.291595196519076,371.51574309208587,Potato,80.0,brown
5.5,49.50000000000001,38.5,55.0,18.34951505133298,371.51574309208587,Sunflower,80.0,brown
6.25,50.0,36.0,66.0,8.351708934026414,371.51574309208587,Wheat,80.0,brown
6.5,66.0,50.0,84.0,8.49673621046242,371.51574309208587,Corn,80.0,brown
5.5,54.0,38.5,71.5,14.105200285621253,371.51574309208587,Rice,80.0,brown
6.75,40.0,30.0,50.0,16.45670274293289,371.51574309208587,Barley,80.0,brown
6.75,40.0,33.0,45.0,16.995820723668544,371.51574309208587,Soybean,80.0,brown
6.5,66.0,60.0,77.0,14.79935374500737,371.51574309208587,Cotton,80.0,brown
6.25,60.0,48.0,78.0,20.06617117206354,371.51574309208587,Sugarcane,79.93382882793645,brown
6.5,54.0,50.0,70.0,25.20819108316776,371.51574309208587,Tomato,74.79180891683224,brown
5.5,45.0,31.5,60.50000000000001,11.47988313060909,371.51574309208587,Potato,80.0,brown
5.5,49.50000000000001,38.5,55.0,13.876824611969647,371.51574309208587,Sunflower,80.0,brown
5.5,45.0,31.5,60.50000000000001,13.22346803332479,371.51574309208587,Wheat,80.0,brown
6.75,44.0,30.0,60.0,15.286324841461436,371.51574309208587,Corn,80.0,brown
5.5,54.0,38.5,71.5,16.41501862920831,371.51574309208587,Rice,80.0,brown
6.5,60.0,50.0,70.0,13.118729137856551,371.51574309208587,Barley,80.0,brown
8.0,55.0,49.50000000000001,58.5,20.026038640656907,371.51574309208587,Soybean,79.9739613593431,brown
6.25,55.00000000000001,48.0,66.0,10.53060092446409,371.51574309208587,Cotton,80.0,brown
6.75,48.0,36.0,65.0,16.23175741188592,371.51574309208587,Sugarcane,80.0,brown
8.0,49.5,45.0,65.0,12.37048715568472,371.51574309208587,Tomato,80.0,brown
5.5,45.0,31.5,60.50000000000001,22.482125889444013,371.51574309208587,Potato,77.517874110556,brown
6.25,55.00000000000001,44.0,60.0,21.29389466902864,371.51574309208587,Sunflower,78.70610533097135,brown
6.75,40.0,27.0,55.00000000000001,19.58055960335873,371.51574309208587,Wheat,80.0,brown
6.5,66.0,50.0,84.0,19.86118544379351,371.51574309208587,Corn,80.0,brown
6.25,60.0,44.0,78.0,10.515970892799,371.51574309208587,Rice,80.0,brown
8.0,55.0,45.0,65.0,17.476613848364323,371.51574309208587,Barley,80.0,brown
8.0,55.0,49.50000000000001,58.5,20.13720379333869,371.51574309208587,Soybean,79.86279620666132,brown
6.75,44.0,36.0,55.00000000000001,14.578147602886387,371.51574309208587,Cotton,80.0,brown
6.25,60.0,48.0,78.0,15.961552855750758,371.51574309208587,Sugarcane,80.0,brown
6.25,45.0,40.0,60.0,14.126760753394574,371.51574309208587,Tomato,80.0,brown
6.5,60.0,45.0,77.0,21.061157929566843,371.51574309208587,Potato,78.93884207043315,brown
5.5,49.50000000000001,38.5,55.0,12.170954527691462,371.51574309208587,Sunflower,80.0,brown
5.5,45.0,31.5,60.50000000000001,21.472045112803563,371.51574309208587,Wheat,78.52795488719644,brown
6.5,66.0,50.0,84.0,13.14454638147115,371.51574309208587,Corn,80.0,brown
8.0,66.0,49.50000000000001,84.5,24.806546937724764,371.51574309208587,Rice,75.19345306227524,brown
8.0,55.0,45.0,65.0,15.144232346597647,371.51574309208587,Barley,80.0,brown
6.75,40.0,33.0,45.0,19.95410736792614,371.51574309208587,Soybean,80.0,brown
6.25,55.00000000000001,48.0,66.0,6.337122496589247,371.51574309208587,Cotton,80.0,brown
8.0,66.0,54.0,84.5,23.35471691684879,371.51574309208587,Sugarcane,76.64528308315121,brown
8.0,49.5,45.0,65.0,7.901199848947034,371.51574309208587,Tomato,80.0,brown
6.75,40.0,27.0,55.00000000000001,13.938114269891964,371.51574309208587,Potato,80.0,brown
8.0,60.50000000000001,49.50000000000001,65.0,7.76224190822358,371.51574309208587,Sunflower,80.0,brown
6.5,60.0,45.0,77.0,16.173055776203075,371.51574309208587,Wheat,80.0,brown
6.25,55.00000000000001,40.0,72.0,14.013565150111615,371.51574309208587,Corn,80.0,brown
6.25,60.0,44.0,78.0,13.097516436473931,371.51574309208587,Rice,80.0,brown
5.5,45.0,35.0,55.0,15.354856562251896,371.51574309208587,Barley,80.0,brown
6.75,40.0,33.0,45.0,11.70032128389269,371.51574309208587,Soybean,80.0,brown
8.0,60.50000000000001,54.0,71.5,8.5068602407738,371.51574309208587,Cotton,80.0,brown
6.75,48.0,36.0,65.0,13.974677619788086,371.51574309208587,Sugarcane,80.0,brown
6.25,45.0,40.0,60.0,15.675508056455216,371.51574309208587,Tomato,80.0,brown
6.75,40.0,27.0,55.00000000000001,16.807268645221654,371.51574309208587,Potato,80.0,brown
5.5,49.50000000000001,38.5,55.0,16.798295509958102,371.51574309208587,Sunflower,80.0,brown
6.5,60.0,45.0,77.0,7.767495397071856,371.51574309208587,Wheat,80.0,brown
6.75,44.0,30.0,60.0,10.292336978057016,371.51574309208587,Corn,80.0,brown
6.5,72.0,55.00000000000001,91.0,19.334568135534603,371.51574309208587,Rice,80.0,brown
6.25,50.0,40.0,60.0,16.14826478846933,371.51574309208587,Barley,80.0,brown
6.75,40.0,33.0,45.0,16.384830414221394,371.51574309208587,Soybean,80.0,brown
6.75,44.0,36.0,55.00000000000001,13.1488323493715,371.51574309208587,Cotton,80.0,brown
5.5,54.0,42.0,71.5,18.063687619388364,371.51574309208587,Sugarcane,80.0,brown
8.0,49.5,45.0,65.0,23.2826637277985,371.51574309208587,Tomato,76.71733627220149,brown
5.5,45.0,31.5,60.50000000000001,15.372135583053684,371.51574309208587,Potato,80.0,brown
6.5,66.0,55.00000000000001,70.0,17.0114389058001,371.51574309208587,Sunflower,80.0,brown
6.75,40.0,27.0,55.00000000000001,12.175772747930695,371.51574309208587,Wheat,80.0,brown
5.5,49.50000000000001,35.0,66.0,14.190731800496357,371.51574309208587,Corn,80.0,brown
8.0,66.0,49.50000000000001,84.5,4.141051110350272,371.51574309208587,Rice,80.0,brown
8.0,55.0,45.0,65.0,4.842417422064344,371.51574309208587,Barley,80.0,brown
6.5,60.0,55.00000000000001,63.0,14.020325368291523,371.51574309208587,Soybean,80.0,brown
8.0,60.50000000000001,54.0,71.5,4.700520256582262,371.51574309208587,Cotton,80.0,brown
6.25,60.0,48.0,78.0,22.91821790448289,371.51574309208587,Sugarcane,77.08178209551711,brown
6.25,45.0,40.0,60.0,16.559827198090705,371.51574309208587,Tomato,80.0,brown
8.0,55.0,40.5,71.5,17.67405373852808,371.51574309208587,Potato,80.0,brown
6.25,55.00000000000001,44.0,60.0,15.158939029096045,371.51574309208587,Sunflower,80.0,brown
8.0,55.0,40.5,71.5,14.392685809259902,371.51574309208587,Wheat,80.0,brown
5.5,49.50000000000001,35.0,66.0,15.20568013707452,371.51574309208587,Corn,80.0,brown
6.75,48.0,33.0,65.0,4.901390212918248,371.51574309208587,Rice,80.0,brown
6.75,40.0,30.0,50.0,19.94107982747322,371.51574309208587,Barley,80.0,brown
6.75,40.0,33.0,45.0,13.310008274182712,371.51574309208587,Soybean,80.0,brown
8.0,60.50000000000001,54.0,71.5,13.498991316715498,371.51574309208587,Cotton,80.0,brown
6.75,48.0,36.0,65.0,14.984048670436058,371.51574309208587,Sugarcane,80.0,brown
5.5,40.5,35.0,55.0,11.643873154015536,371.51574309208587,Tomato,80.0,brown
5.5,45.0,31.5,60.50000000000001,17.04598819239806,371.51574309208587,Potato,80.0,brown
6.75,44.0,33.0,50.0,13.740215123201043,371.51574309208587,Sunflower,80.0,brown
6.25,50.0,36.0,66.0,13.43982538723946,371.51574309208587,Wheat,80.0,brown
6.25,55.00000000000001,40.0,72.0,7.396468791571577,371.51574309208587,Corn,80.0,brown
6.5,72.0,55.00000000000001,91.0,21.24281634347249,371.51574309208587,Rice,78.7571836565275,brown
6.75,40.0,30.0,50.0,16.06591448818352,371.51574309208587,Barley,80.0,brown
6.75,40.0,33.0,45.0,15.650769274183451,371.51574309208587,Soybean,80.0,brown
6.5,66.0,60.0,77.0,18.889441880974527,371.51574309208587,Cotton,80.0,brown
6.25,60.0,48.0,78.0,22.02006901429911,371.51574309208587,Sugarcane,77.97993098570089,brown
6.5,54.0,50.0,70.0,14.968941473717951,371.51574309208587,Tomato,80.0,brown
5.5,45.0,31.5,60.50000000000001,18.939154842512508,371.51574309208587,Potato,80.0,brown
8.0,60.50000000000001,49.50000000000001,65.0,14.758628140280187,371.51574309208587,Sunflower,80.0,brown
6.75,40.0,27.0,55.00000000000001,25.19431124420577,371.51574309208587,Wheat,74.80568875579422,brown
6.75,44.0,30.0,60.0,16.79885190041353,371.51574309208587,Corn,80.0,brown
5.5,54.0,38.5,71.5,25.83943131270219,371.51574309208587,Rice,74.16056868729781,brown
6.25,50.0,40.0,60.0,9.26960804279657,371.51574309208587,Barley,80.0,brown
